League,Team,Season,KEY,Player,Position,Appearances,Goals,Started,Started As A Sub,Came On,Taken Off,Own Goals,Type Of Goal,First Half,Second Half,First Scorer,Last Scorer,Home,Away,Right Foot,Left Foot,Header,Other Method,Open Play,Cross,Free Kick,Direct Free Kick,Throw In,Penalty,Corner,Other Type Of Play,Minutes played,Min/goal,Assists,% Assists,Leading Recipient,Recipient Goals,CS,% Clean Sheets,Hat Tricks,Yellow Cards,Yellow - First Half,Yellow - Second Half,Yellow - Home,Yellow - Away,Yelow - Minutes Played,Minutes per Yellow Cards,Sent Off,Straight Red Card,Two Yellow Cards,Red - First Half,Red - Second Half,Red - Home,Red - Away,Red - Minutes Played,Minutes per Red Cards
Premier League,Huddersfield Town,2017/18,Premier League|Huddersfield Town|2017/18,Daniel Williams,Midfielder,20,0,11,14,9,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-,2,2,-,1117,558.5,,,,,,,,,
Premier League,Huddersfield Town,2017/18,Premier League|Huddersfield Town|2017/18,Elias Kachunga,Forward,19,1,17,3,2,11,0,Player,1,-,1,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,1,-,1,1,-,1338,1338,,,,,,,,,
Premier League,Huddersfield Town,2017/18,Premier League|Huddersfield Town|2017/18,Philip Billing,Midfielder,16,0,8,12,8,4,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,1,2,760,253.33,,,,,,,,,
Premier League,Huddersfield Town,2017/18,Premier League|Huddersfield Town|2017/18,Alex Pritchard,Forward,14,1,12,4,2,5,0,Player,1,-,1,-,1,-,-,1,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,1,-,1,1,-,1015,1015,,,,,,,,,
Premier League,Huddersfield Town,2017/18,Premier League|Huddersfield Town|2017/18,Terance Kongolo,Defender,13,0,11,3,2,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Huddersfield Town,2017/18,Premier League|Huddersfield Town|2017/18,Joe Lolley,Forward,6,1,2,6,4,2,0,Player,1,-,-,-,1,-,-,1,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,1,-,1,1,-,219,219,,,,,,,,,
Premier League,Huddersfield Town,2017/18,Premier League|Huddersfield Town|2017/18,Abdelhamid Sabiri,Midfielder,5,0,2,11,3,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,-,-,1,219,219,,,,,,,,,
Premier League,Huddersfield Town,2017/18,Premier League|Huddersfield Town|2017/18,Dean Whitehead,Midfielder,4,0,0,10,4,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Huddersfield Town,2017/18,Premier League|Huddersfield Town|2017/18,Martin Cranie,Defender,3,0,2,14,1,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Huddersfield Town,2017/18,Premier League|Huddersfield Town|2017/18,Kasey Palmer,Defender,3,0,1,3,2,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-,2,1,1,124,62,,,,,,,,,
Premier League,Huddersfield Town,2017/18,Premier League|Huddersfield Town|2017/18,Michael Hefele,Defender,2,0,0,11,2,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,-,1,31,31,,,,,,,,,
Premier League,Huddersfield Town,2017/18,Premier League|Huddersfield Town|2017/18,Jon Gerenc Stankovic,Midfielder,0,0,0,3,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Huddersfield Town,2017/18,Premier League|Huddersfield Town|2017/18,Joel Coleman,Goalkeeper,0,0,0,30,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Huddersfield Town,2017/18,Premier League|Huddersfield Town|2017/18,Jordan Williams,Defender,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Huddersfield Town,2017/18,Premier League|Huddersfield Town|2017/18,Robert Green,Goalkeeper,0,0,0,8,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Southampton,2017/18,Premier League|Southampton|2017/18,,,,36,,,,,,Team,,,,,,,,,,,17,7,3,1,-,3,5,-,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Southampton,2017/18,Premier League|Southampton|2017/18,Dusan Tadic,Midfielder,36,6,34,4,2,23,0,Player,4,2,3,2,5,1,-,6,-,-,4,-,-,-,-,1,1,-,,,,,,,,,,4,1,3,1,3,2812,703,,,,,,,,,
Premier League,Southampton,2017/18,Premier League|Southampton|2017/18,Ryan Bertrand,Defender,35,0,35,0,0,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-,2,-,2,3137,1568.5,,,,,,,,,
Premier League,Southampton,2017/18,Premier League|Southampton|2017/18,Oriol Romeu,Midfielder,34,1,34,3,0,6,0,Player,-,1,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,11,3,8,5,6,2903,263.91,,,,,,,,,
Premier League,Southampton,2017/18,Premier League|Southampton|2017/18,Cedric Soares,Defender,32,0,32,0,0,3,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-,3,2,1,2797,932.33,,,,,,,,,
Premier League,Southampton,2017/18,Premier League|Southampton|2017/18,Nathan Redmond,Midfielder,31,1,22,13,9,9,0,Player,-,1,1,-,-,1,-,-,1,-,-,1,-,-,-,-,-,-,,,,,,,,,,2,1,1,1,1,1945,972.5,,,,,,,,,
Premier League,Southampton,2017/18,Premier League|Southampton|2017/18,James Ward-Prowse,Midfielder,30,3,20,17,10,10,0,Player,2,1,1,-,-,3,3,-,-,-,2,-,-,1,-,-,-,-,,,,,,,,,,4,1,3,3,1,1716,429,,,,,,,,,
Premier League,Southampton,2017/18,Premier League|Southampton|2017/18,Shane Long,Forward,30,2,15,18,15,10,0,Player,2,-,2,-,1,1,1,1,-,-,1,1,-,-,-,-,-,-,,,,,,,,,,6,1,5,2,4,1577,262.83,,,,,,,,,
Premier League,Southampton,2017/18,Premier League|Southampton|2017/18,Wesley Hoedt,Defender,28,0,28,6,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,5,2,5,2520,360,,,,,,,,,
Premier League,Southampton,2017/18,Premier League|Southampton|2017/18,Manolo Gabbiadini,Forward,28,5,11,27,17,8,0,Player,1,4,2,3,3,2,-,5,-,-,2,1,-,-,-,1,1,-,,,,,,,,,,2,-,2,2,-,1073,536.5,,,,,,,,,
Premier League,Southampton,2017/18,Premier League|Southampton|2017/18,Sofiane Boufal,Midfielder,26,2,11,21,15,8,0,Player,-,2,1,1,1,1,1,1,-,-,2,-,-,-,-,-,-,-,,,,,,,,,,1,-,1,-,1,1211,1211,,,,,,,,,
Premier League,Southampton,2017/18,Premier League|Southampton|2017/18,Mario Lemina,Midfielder,25,1,20,11,5,8,0,Player,1,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,2,-,2,-,2,1724,862,,,,,,,,,
Premier League,Southampton,2017/18,Premier League|Southampton|2017/18,Maya Yoshida,Defender,24,2,23,9,1,1,0,Player,-,2,-,-,1,1,1,-,1,-,-,1,-,-,-,-,1,-,,,,,,,,,,2,1,1,-,2,2051,1025.5,1,-,1,-,1,-,1,2051,2051
Premier League,Southampton,2017/18,Premier League|Southampton|2017/18,Charlie Austin,Forward,24,7,10,15,14,7,0,Player,2,5,2,2,5,2,4,-,3,-,2,3,-,-,-,1,1,-,1030,147,,,,,,,,2,1,1,1,1,1030,515,,,,,,,,,
Premier League,Southampton,2017/18,Premier League|Southampton|2017/18,Pierre-Emile Hojbjerg,Midfielder,23,0,19,12,4,5,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,2,3,3,1671,278.5,,,,,,,,,
Premier League,Southampton,2017/18,Premier League|Southampton|2017/18,Steven Davis,Midfielder,23,3,17,11,6,6,0,Player,2,1,2,2,1,2,1,1,1,-,2,-,1,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Southampton,2017/18,Premier League|Southampton|2017/18,Jack Stephens,Defender,22,2,22,5,0,0,0,Player,1,1,-,1,1,1,-,1,1,-,-,-,1,-,-,-,1,-,,,,,,,,,,5,-,5,3,2,1980,396,1,1,-,-,1,-,1,1980,1980
Premier League,Southampton,2017/18,Premier League|Southampton|2017/18,Fraser Forster,Goalkeeper,20,0,20,18,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,4,0.2,,,,,,,,,,,,,,,,,
Premier League,Southampton,2017/18,Premier League|Southampton|2017/18,Alex McCarthy,Goalkeeper,18,0,18,19,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,4,0.2222,,2,-,2,1,1,1620,810,,,,,,,,,
Premier League,Southampton,2017/18,Premier League|Southampton|2017/18,Guido Carrillo,Forward,7,0,5,3,2,3,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Southampton,2017/18,Premier League|Southampton|2017/18,Sam McQueen,Midfielder,7,0,1,16,6,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Southampton,2017/18,Premier League|Southampton|2017/18,Josh Sims,Midfielder,6,0,1,9,5,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Southampton,2017/18,Premier League|Southampton|2017/18,Jan Bednarek,Defender,5,1,5,9,0,2,0,Player,-,1,-,-,1,-,-,1,-,-,-,-,1,-,-,-,-,-,,,,,,,,,,1,-,1,1,-,428,428,,,,,,,,,
Premier League,Southampton,2017/18,Premier League|Southampton|2017/18,Jeremy Pied,Defender,2,0,2,11,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Southampton,2017/18,Premier League|Southampton|2017/18,Matt Targett,Defender,2,0,2,4,0,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Southampton,2017/18,Premier League|Southampton|2017/18,Michael Obafemi,Forward,1,0,0,1,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Southampton,2017/18,Premier League|Southampton|2017/18,Stuart Taylor,Goalkeeper,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Swansea City,2017/18,Premier League|Swansea City|2017/18,,,,27,,,,,,Team,,,,,,,,,,,15,3,-,-,-,1,8,-,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Swansea City,2017/18,Premier League|Swansea City|2017/18,Alfie Mawson,Defender,38,2,38,0,0,0,0,Player,1,1,1,2,2,-,2,-,-,-,-,-,-,-,-,-,2,-,,,,,,,,,,3,1,2,-,3,3420,1140,,,,,,,,,
Premier League,Swansea City,2017/18,Premier League|Swansea City|2017/18,Lukasz Fabianski,Goalkeeper,38,0,38,0,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,9,0.2368,,,,,,,,,,,,,,,,,
Premier League,Swansea City,2017/18,Premier League|Swansea City|2017/18,Tom Carroll,Midfielder,37,0,28,10,9,7,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,-,2,2581,1290.5,,,,,,,,,
Premier League,Swansea City,2017/18,Premier League|Swansea City|2017/18,Martin Olsson,Defender,36,0,36,0,0,5,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,3,3,4,3154,450.57,,,,,,,,,
Premier League,Swansea City,2017/18,Premier League|Swansea City|2017/18,Jordan Ayew,Forward,36,7,33,3,3,10,0,Player,-,7,2,3,4,3,4,2,1,-,5,1,-,-,-,1,-,-,2938,420,,,,,,,,2,-,2,1,1,2859,1429.5,1,1,-,1,-,-,1,3017,3017
Premier League,Swansea City,2017/18,Premier League|Swansea City|2017/18,Kyle Naughton,Defender,34,0,34,1,0,3,1,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,1,-,3033,3033,,,,,,,,,
Premier League,Swansea City,2017/18,Premier League|Swansea City|2017/18,Tammy Abraham,Forward,31,5,15,18,16,6,0,Player,2,3,2,2,3,2,4,-,-,1,3,1,-,-,-,-,1,-,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Swansea City,2017/18,Premier League|Swansea City|2017/18,Federico Fernandez,Defender,30,1,30,4,0,1,1,Player,-,1,-,1,-,1,-,-,1,-,-,-,-,-,-,-,1,-,,,,,,,,,,5,3,2,3,2,2677,535.4,,,,,,,,,
Premier League,Swansea City,2017/18,Premier League|Swansea City|2017/18,Sam Clucas,Midfielder,29,3,23,12,6,7,0,Player,2,1,1,1,2,1,1,2,-,-,3,-,-,-,-,-,-,-,,,,,,,,,,2,-,2,1,1,2044,1022,,,,,,,,,
Premier League,Swansea City,2017/18,Premier League|Swansea City|2017/18,Sung-Yueng Ki,Midfielder,25,2,21,4,4,5,0,Player,1,1,2,1,2,-,1,1,-,-,2,-,-,-,-,-,-,-,,,,,,,,,,2,1,1,2,-,1869,934.5,,,,,,,,,
Premier League,Swansea City,2017/18,Premier League|Swansea City|2017/18,Mike van der Hoorn,Defender,24,1,24,13,0,8,0,Player,1,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,1,-,,,,,,,,,,4,1,3,2,2,1952,488,,,,,,,,,
Premier League,Swansea City,2017/18,Premier League|Swansea City|2017/18,Nathan Dyer,Midfielder,24,0,16,15,8,13,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,-,2,1313,656.5,,,,,,,,,
Premier League,Swansea City,2017/18,Premier League|Swansea City|2017/18,Andy King,Midfielder,22,3,14,18,8,7,0,Player,2,1,1,-,2,1,,,,,,,,,,,,,,,,,,,,,,2,-,2,-,2,1251,625.5,,,,,,,,,
Premier League,Swansea City,2017/18,Premier League|Swansea City|2017/18,Leroy Fer,Midfielder,20,1,15,9,5,5,0,Player,1,-,1,-,-,1,-,1,-,-,-,-,-,-,-,-,1,-,,,,,,,,,,5,1,4,3,2,1397,279.4,,,,,,,,,
Premier League,Swansea City,2017/18,Premier League|Swansea City|2017/18,Luciano Narsingh,Forward,18,1,5,27,13,4,0,Player,-,1,-,1,-,1,-,1,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Swansea City,2017/18,Premier League|Swansea City|2017/18,Wilfried Bony,Forward,15,2,8,7,7,4,0,Player,1,1,2,1,1,1,2,-,-,-,-,1,-,-,-,-,1,-,,,,,,,,,,2,-,2,2,-,704,352,,,,,,,,,
Premier League,Swansea City,2017/18,Premier League|Swansea City|2017/18,Wayne Routledge,Midfielder,14,0,4,23,10,3,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,-,1,409,409,,,,,,,,,
Premier League,Swansea City,2017/18,Premier League|Swansea City|2017/18,Renato Sanches,Midfielder,12,0,9,8,3,5,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,-,-,1,704,704,,,,,,,,,
Premier League,Swansea City,2017/18,Premier League|Swansea City|2017/18,Roque Mesa,Midfielder,11,0,9,11,2,5,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,1,-,758,758,,,,,,,,,
Premier League,Swansea City,2017/18,Premier League|Swansea City|2017/18,Oliver McBurnie,Forward,11,0,2,11,9,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Swansea City,2017/18,Premier League|Swansea City|2017/18,Leon Britton,Midfielder,5,0,4,3,1,4,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,-,1,305,305,,,,,,,,,
Premier League,Swansea City,2017/18,Premier League|Swansea City|2017/18,Kyle Bartley,Defender,5,0,2,13,3,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,-,2,233,116.5,,,,,,,,,
Premier League,Swansea City,2017/18,Premier League|Swansea City|2017/18,Connor Roberts,Defender,4,0,3,6,1,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Swansea City,2017/18,Premier League|Swansea City|2017/18,Angel Rangel,Defender,4,0,2,19,2,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Swansea City,2017/18,Premier League|Swansea City|2017/18,Jay Fulton,Midfielder,2,0,0,5,2,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,-,1,17,17,,,,,,,,,
Premier League,Swansea City,2017/18,Premier League|Swansea City|2017/18,Kristoffer Nordfeldt,Goalkeeper,0,0,0,35,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Swansea City,2017/18,Premier League|Swansea City|2017/18,Joe Rodon,Defender,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Swansea City,2017/18,Premier League|Swansea City|2017/18,Erwin Mulder,Goalkeeper,0,0,0,3,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Stoke City,2017/18,Premier League|Stoke City|2017/18,,,,34,,,,,,Team,,,,,,,,,,,21,4,2,1,-,-,6,-,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Stoke City,2017/18,Premier League|Stoke City|2017/18,Xherdan Shaqiri,Midfielder,36,8,36,1,0,10,0,Player,5,3,4,2,4,4,1,6,1,-,6,1,-,1,-,-,-,-,3049,381,7,21,Maxim Choupo-Moting,2,,,,3,1,2,1,2,3049,1016.33,,,,,,,,,
Premier League,Stoke City,2017/18,Premier League|Stoke City|2017/18,Joe Allen,Midfielder,36,2,36,1,0,3,0,Player,1,1,2,-,2,-,1,1,-,-,2,-,-,-,-,-,-,-,,,,,,,,,,8,3,5,3,5,3142,392.75,,,,,,,,,
Premier League,Stoke City,2017/18,Premier League|Stoke City|2017/18,Jack Butland,Goalkeeper,35,0,35,0,0,0,1,Player,,,,,,,,,,,,,,,,,,,,,,,,,6,0.1714,,,,,,,,,,,,,,,,,
Premier League,Stoke City,2017/18,Premier League|Stoke City|2017/18,Mame Biram Diouf,Forward,35,6,30,5,5,11,0,Player,3,3,1,3,5,1,2,3,1,-,5,-,-,-,-,-,1,-,,,,,,,,,,6,3,3,1,5,2602,433.67,,,,,,,,,
Premier League,Stoke City,2017/18,Premier League|Stoke City|2017/18,Kurt Zouma,Defender,34,1,32,2,2,1,0,Player,1,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,1,-,,,,,,,,,,1,-,1,-,1,2887,2887,,,,,,,,,
Premier League,Stoke City,2017/18,Premier League|Stoke City|2017/18,Erik Pieters,Defender,31,0,30,2,1,3,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,3,4,1,2720,544,,,,,,,,,
Premier League,Stoke City,2017/18,Premier League|Stoke City|2017/18,Peter Crouch,Forward,31,5,14,21,17,4,0,Player,1,4,1,4,2,3,1,1,3,-,2,1,1,-,-,-,1,-,,,,,,,,,,3,1,2,1,2,1554,518,,,,,,,,,
Premier League,Stoke City,2017/18,Premier League|Stoke City|2017/18,Maxim Choupo-Moting,Forward,30,5,26,5,4,9,0,Player,3,2,2,1,4,1,3,1,1,-,2,1,1,-,-,-,1,-,,,,,,,,,,3,-,3,1,2,2248,749.33,,,,,,,,,
Premier League,Stoke City,2017/18,Premier League|Stoke City|2017/18,Ryan Shawcross,Defender,27,1,27,2,0,1,1,Player,-,1,-,1,-,1,-,-,1,-,-,-,-,-,-,-,1,-,,,,,,,,,,2,-,2,2,-,2372,1186,,,,,,,,,
Premier League,Stoke City,2017/18,Premier League|Stoke City|2017/18,Darren Fletcher,Midfielder,27,1,25,10,2,6,0,Player,1,-,1,1,-,1,1,-,-,-,-,-,-,-,-,-,1,-,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Stoke City,2017/18,Premier League|Stoke City|2017/18,Ramadan Sobhi,Midfielder,24,2,12,24,12,7,0,Player,-,2,-,2,1,1,2,-,-,-,1,1,-,-,-,-,-,-,,,,,,,,,,2,-,2,1,1,1233,616.5,,,,,,,,,
Premier League,Stoke City,2017/18,Premier League|Stoke City|2017/18,Geoff Cameron,Defender,20,0,17,11,3,3,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,-,2,1525,762.5,,,,,,,,,
Premier League,Stoke City,2017/18,Premier League|Stoke City|2017/18,Bruno Martins Indi,Defender,17,0,14,8,3,4,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-,3,2,1,1244,414.67,,,,,,,,,
Premier League,Stoke City,2017/18,Premier League|Stoke City|2017/18,Moritz Bauer,Defender,15,0,15,1,0,3,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,3,1,1309,327.25,,,,,,,,,
Premier League,Stoke City,2017/18,Premier League|Stoke City|2017/18,Saido Berahino,Forward,15,0,3,23,12,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Stoke City,2017/18,Premier League|Stoke City|2017/18,Badou,Midfielder,13,2,13,0,0,2,0,Player,2,-,1,-,1,1,2,-,-,-,2,-,-,-,-,-,-,-,,,,,,,,,,5,1,4,3,2,1140,228,,,,,,,,,
Premier League,Stoke City,2017/18,Premier League|Stoke City|2017/18,Jese,Forward,13,1,8,10,5,8,0,Player,-,1,1,1,1,-,-,1,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Stoke City,2017/18,Premier League|Stoke City|2017/18,Charlie Adam,Midfielder,11,0,5,27,6,3,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,408,204,1,1,-,1,-,1,-,528,528
Premier League,Stoke City,2017/18,Premier League|Stoke City|2017/18,Glen Johnson,Defender,9,0,7,12,2,4,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-,3,2,1,549,183,,,,,,,,,
Premier League,Stoke City,2017/18,Premier League|Stoke City|2017/18,Tom Edwards,Defender,6,0,6,6,0,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Stoke City,2017/18,Premier League|Stoke City|2017/18,Ibrahim Afellay,Midfielder,6,0,1,15,5,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,-,1,162,162,,,,,,,,,
Premier League,Stoke City,2017/18,Premier League|Stoke City|2017/18,Kostas Stafylidis,Defender,5,0,4,2,1,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Stoke City,2017/18,Premier League|Stoke City|2017/18,Stephen Ireland,Midfielder,4,0,1,9,3,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,-,1,128,128,,,,,,,,,
Premier League,Stoke City,2017/18,Premier League|Stoke City|2017/18,Tyrese Campbell,Forward,4,0,0,8,4,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Stoke City,2017/18,Premier League|Stoke City|2017/18,Lee Grant,Goalkeeper,3,0,3,26,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
Premier League,Stoke City,2017/18,Premier League|Stoke City|2017/18,Josh Tymon,Defender,3,0,2,6,1,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Stoke City,2017/18,Premier League|Stoke City|2017/18,Lasse Sorenson,Midfielder,1,0,1,2,0,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Stoke City,2017/18,Premier League|Stoke City|2017/18,Bojan Krkic,Forward,1,0,1,2,0,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Stoke City,2017/18,Premier League|Stoke City|2017/18,Julien Ngoy,Forward,1,0,0,3,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Stoke City,2017/18,Premier League|Stoke City|2017/18,Harry Souttar,Defender,0,0,0,5,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Stoke City,2017/18,Premier League|Stoke City|2017/18,Jakob Haugaard,Goalkeeper,0,0,0,12,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,West Bromwich Albion,2017/18,Premier League|West Bromwich Albion|2017/18,,,,31,,,,,,Team,,,,,,,,,,,10,7,2,1,-,1,10,-,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,West Bromwich Albion,2017/18,Premier League|West Bromwich Albion|2017/18,Ahmed Hegazi,Defender,38,2,38,0,0,1,0,Player,2,-,2,1,2,-,-,-,2,-,-,-,1,-,-,-,1,-,,,,,,,,,,4,2,2,2,2,3387,846.75,,,,,,,,,
Premier League,West Bromwich Albion,2017/18,Premier League|West Bromwich Albion|2017/18,Ben Foster,Goalkeeper,37,0,37,0,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,10,0.2703,,2,-,2,1,1,3330,1665,,,,,,,,,
Premier League,West Bromwich Albion,2017/18,Premier League|West Bromwich Albion|2017/18,Jay Rodriguez,Forward,37,7,31,7,6,18,0,Player,2,5,6,2,4,3,5,-,2,-,2,3,-,-,-,1,1,-,2824,403,,,,,,,,2,-,2,2,-,2824,1412,,,,,,,,,
Premier League,West Bromwich Albion,2017/18,Premier League|West Bromwich Albion|2017/18,Salomon Rondon,Forward,36,7,32,5,4,9,0,Player,3,4,3,3,5,2,1,4,2,-,3,2,1,-,-,-,1,-,2772,396,,,,,,,,4,-,4,3,1,2772,693,,,,,,,,,
Premier League,West Bromwich Albion,2017/18,Premier League|West Bromwich Albion|2017/18,Jake Livermore,Midfielder,34,2,30,4,4,5,0,Player,-,2,1,1,2,-,2,-,-,-,-,-,-,-,-,-,2,-,,,,,,,,,,5,2,3,3,2,2675,535,,,,,,,,,
Premier League,West Bromwich Albion,2017/18,Premier League|West Bromwich Albion|2017/18,Kieran Gibbs,Defender,33,0,32,1,1,5,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-,2,-,2,2831,1415.5,,,,,,,,,
Premier League,West Bromwich Albion,2017/18,Premier League|West Bromwich Albion|2017/18,Matthew Phillips,Midfielder,30,2,23,8,7,9,0,Player,1,1,1,2,1,1,2,-,-,-,2,-,-,-,-,-,-,-,,,,,,,,,,3,-,3,2,1,2103,701,,,,,,,,,
Premier League,West Bromwich Albion,2017/18,Premier League|West Bromwich Albion|2017/18,James McClean,Midfielder,30,1,14,24,16,6,1,Player,1,-,1,-,-,1,-,1,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,7,-,7,4,3,1396,199.43,,,,,,,,,
Premier League,West Bromwich Albion,2017/18,Premier League|West Bromwich Albion|2017/18,Allan Nyom,Defender,29,0,25,12,4,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,5,2,5,2308,329.71,,,,,,,,,
