Player Name,Accurate Long Balls,Aerial Battles Lost,Aerial Battles Won,Appearances,Assists,Attack,Big Chances Created,Big Chances Missed,Blocked Shots,Catches,Clean Sheets,Clearances,Clearances Off Line,Club,Cross Accuracy %,Crosses,Defence,Discipline,Duels Lost,Duels Won,Errors Leading To Goal,Fouls,Goal Kicks,Goalkeeping,Goals,Goals Conceded,Goals From Freekick,Goals Per Match,Goals With Header,Goals With Left Foot,Goals With Right Foot,Headed Clearance,High Claims,Hit Woodwork,Interceptions,Last Man Tackles,Losses,Offsides,Own Goals,Passes,Passes Per Match,Penalties Saved,Penalties Scored,Position,Punches,Recoveries,Red Cards,Saves,Shooting Accuracy %,Shots,Shots On Target,Successful 50/50s,Sweeper Clearances,Tackle Success %,Tackles,Team Play,Through Balls,Throw Outs,Wins,Yellow Cards
Rolando Aarons,7,9,6,14,1,,1,0,2,0,0,11,0,Newcastle United,18,17,,,53,42,1,10,,0,2,0,0,0.14,1,1,0,6,0,1,7,0,9,0,0,156,11.14,0,0,Midfielder,0,34,0,0,22,9,2,10,0,63,16,,0,0,3,2
Tammy Abraham,,0,0,7,0,,1,2,4,0,0,6,0,Swansea City,,5,,,,,0,4,,0,1,0,0,0.14,0,0,1,4,0,0,0,0,2,7,0,70,10,0,0,Forward,0,,0,0,20,10,2,0,0,,5,,0,0,1,0
Charlie Adam,784,148,216,196,25,,39,6,118,0,0,221,0,Stoke City,23,880,,,1012,955,3,326,,0,33,0,2,0.17,2,28,3,85,0,8,201,0,78,2,0,7102,36.23,0,11,Midfielder,0,1000,3,0,28,403,113,156,0,79,304,,61,0,64,46
Adrián,862,0,0,106,0,0,0,0,0,50,29,,0,West Ham United,,,,,,,7,4,989,,0,138,0,0,0,0,0,0,136,0,0,0,38,0,0,2621,24.73,5,0,Goalkeeper,44,,2,367,,0,0,0,84,,0,,0,433,38,7
Ibrahim Afellay,72,20,15,43,2,,4,2,12,0,0,13,0,Stoke City,16,83,,,134,137,0,22,,0,2,0,0,0.05,1,0,1,5,0,0,15,0,16,4,0,1463,34.02,0,0,Midfielder,0,197,1,0,20,45,9,0,0,80,30,,4,0,17,3
Benik Afobe,,0,0,50,3,,2,18,9,0,0,30,0,AFC Bournemouth,,8,,,,,0,39,,0,10,0,0,0.2,3,3,4,24,0,2,7,0,24,24,0,546,10.92,0,0,Forward,0,,0,0,44,55,24,0,0,,15,,0,0,16,1
Sergio Agüero,,0,0,186,31,,43,94,159,0,0,7,0,Manchester City,,143,,,,,0,130,,0,127,0,0,0.68,10,23,94,3,0,18,57,0,33,147,0,4484,24.11,0,18,Forward,0,,1,0,42,725,306,0,0,,118,,0,0,117,17
Daniel Agyei,,0,0,3,0,,0,0,0,0,0,0,0,Burnley,,0,,,,,0,1,,0,0,0,0,3,0,0,0,0,0,0,1,0,3,0,0,4,1.33,0,0,Midfielder,0,,0,0,2,2,0,0,0,,0,,0,0,0,0
Soufyan Ahannach,0,0,0,0,0,,0,0,0,0,0,0,0,Brighton and Hove Albion,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
Ahmed Hegazi,11,12,14,5,0,,0,0,0,0,3,37,0,West Bromwich Albion,0,0,,,16,19,1,2,,0,1,3,0,0,1,0,0,23,0,0,4,0,1,0,0,120,24,0,0,Defender,0,11,0,0,,0,0,0,0,75,4,,0,0,2,0
Nathan Aké,57,52,71,46,1,,3,0,5,0,10,182,2,AFC Bournemouth,15,48,,,119,215,0,37,,0,4,54,0,0,2,2,0,88,0,1,99,0,20,0,0,1336,29.04,0,0,Defender,0,159,1,0,,0,0,14,0,68,114,,1,0,21,6
Chuba Akpom,,0,0,4,0,,0,1,0,0,0,1,0,Arsenal,,1,,,,,0,1,,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,5,1.25,0,0,Forward,0,,0,0,100,2,2,0,0,,1,,0,0,2,0
Marc Albrighton,227,147,41,180,26,,42,12,55,0,0,117,0,Leicester City,21,1201,,,822,690,0,131,,0,13,0,1,0.07,0,2,11,19,0,4,202,0,68,12,0,3649,20.27,0,0,Midfielder,0,869,0,0,32,174,55,200,0,78,316,,10,0,61,22
Toby Alderweireld,632,132,146,99,2,,2,0,20,0,39,606,2,Tottenham Hotspur,21,38,,,238,320,1,34,,0,6,77,0,0,4,1,1,281,0,2,125,1,19,1,0,5100,51.52,0,0,Defender,0,435,0,0,,0,0,21,0,78,136,,4,0,56,10
Trent Alexander-Arnold,23,2,2,10,0,,1,0,1,0,0,19,0,Liverpool,25,24,,,20,21,0,3,,0,0,11,0,0,0,0,0,2,0,0,9,0,2,1,0,196,19.6,0,0,Defender,0,22,0,0,,0,0,4,0,62,13,,0,0,5,2
Allan,0,0,0,0,0,,0,0,0,0,0,0,0,Apollon Limassol,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
Allan Nyom,106,41,36,69,4,,3,0,7,0,15,184,0,West Bromwich Albion,16,183,,,241,303,1,87,,0,0,77,0,0,0,0,0,82,0,0,124,0,29,2,0,1708,24.75,0,0,Defender,0,357,0,0,,0,0,60,0,82,165,,1,0,24,16
Joe Allen,425,132,60,168,6,,12,9,41,0,0,132,0,Stoke City,29,119,,,745,803,1,140,,0,14,0,0,0.08,2,4,8,47,0,0,266,0,55,1,0,7118,42.37,0,0,Midfielder,0,985,1,0,33,135,45,130,0,72,405,,24,0,67,21
Ryan Allsop,5,0,0,2,0,0,0,0,0,0,0,,0,Blackpool,,,,,,,0,0,13,,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,34,17,0,0,Goalkeeper,0,,0,4,,0,0,0,0,,0,,0,9,0,0
Marcos Alonso,110,83,129,61,4,,5,0,24,0,24,209,1,Chelsea,21,185,,,286,381,0,58,,0,9,58,0,0,1,7,1,97,0,4,107,0,14,5,0,2367,38.8,0,0,Defender,0,349,1,0,,0,0,47,0,74,146,,5,0,40,11
Daniel Amartey,41,36,35,30,1,,0,1,3,0,0,36,0,Leicester City,33,3,,,113,91,0,31,,0,1,0,0,0.03,1,0,0,19,0,0,27,0,13,0,0,855,28.5,0,0,Midfielder,0,161,0,0,40,15,6,3,0,61,44,,0,0,11,3
Luke Amos,0,0,0,0,0,,0,0,0,0,0,0,0,Southend United,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
Tom Anderson,0,0,0,0,0,,0,0,0,0,0,0,0,Chesterfield,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Defender,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0
André Ayew,,0,0,64,6,,6,12,21,0,0,23,0,West Ham United,,31,,,,,0,51,,0,19,0,1,0.3,6,11,2,15,0,4,35,0,29,15,0,1568,24.5,0,0,Forward,0,,0,0,39,104,41,0,0,,80,,0,0,18,6
Vurnon Anita,203,92,40,106,5,,3,5,17,0,0,122,0,Leeds United,28,174,,,347,346,1,89,,0,2,0,0,0.02,0,1,1,44,0,1,162,0,54,2,0,3734,35.23,0,0,Midfielder,0,460,0,0,18,51,9,45,0,72,201,,27,0,31,13
Michail Antonio,67,149,106,59,6,,7,13,35,0,0,83,0,West Ham United,24,172,,,448,401,2,62,,0,17,0,0,0.29,13,3,2,38,0,4,85,0,19,33,0,1237,20.97,0,0,Midfielder,0,239,1,0,33,141,47,131,0,78,72,,5,0,22,8
Antonio Martínez,,0,0,0,0,,0,0,0,0,0,0,0,Oxford United,,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,0,,0,0,0,0,0,0,0,,0,,0,0,0,0
Antonio Valencia,385,357,206,293,45,,37,0,81,0,93,283,2,Manchester United,26,1416,,,1626,1545,1,386,,0,22,230,0,0,2,1,19,104,0,5,380,2,71,62,0,11401,38.91,0,0,Defender,0,1484,3,0,,0,0,395,0,76,697,,53,0,158,44
Scott Arfield,74,113,48,71,1,,3,5,33,0,0,65,0,Burnley,40,90,,,484,258,0,94,,0,4,0,0,0.06,0,1,3,32,0,1,74,0,35,7,0,2023,28.49,0,0,Midfielder,0,406,0,0,20,90,18,65,0,70,110,,10,0,16,10
Marko Arnautovic,,0,0,128,23,,33,28,68,0,0,42,0,West Ham United,,409,,,,,0,154,,0,22,0,1,0.17,0,3,18,11,0,11,101,0,51,87,0,3560,27.81,0,4,Forward,0,,2,0,27,250,67,0,0,,171,,0,0,43,16
Harry Arter,269,13,16,61,4,,3,2,29,0,0,41,0,AFC Bournemouth,27,30,,,270,282,1,61,,0,2,0,0,0.03,0,0,2,9,0,2,79,0,28,0,0,3362,55.11,0,0,Midfielder,0,346,1,0,19,96,18,0,0,79,150,,13,0,18,20
Christian Atsu,2,8,4,10,2,,4,1,3,0,0,5,0,Newcastle United,9,11,,,35,24,0,1,,0,1,0,0,0.1,0,1,0,4,0,0,3,0,3,4,0,154,15.4,0,0,Midfielder,0,30,0,0,40,10,4,9,0,86,7,,3,0,5,0
Serge Aurier,0,1,0,1,0,,0,0,0,0,0,0,0,Tottenham Hotspur,13,8,,,3,2,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0,Defender,0,1,0,0,,0,0,0,0,2,2,,0,0,0,0
Charlie Austin,,0,0,60,6,,5,20,59,0,0,61,0,Southampton,,52,,,,,0,53,,0,26,0,0,0.43,7,3,16,38,0,4,14,0,31,45,0,1074,17.9,0,6,Forward,0,,1,0,41,177,73,0,0,,43,,0,0,17,5
Ayoze Pérez,,0,0,75,3,,9,9,29,0,0,39,0,Newcastle United,,129,,,,,0,75,,0,13,0,0,0.17,2,3,8,14,0,2,58,0,37,19,0,1265,16.87,0,0,Forward,0,,0,0,36,120,43,0,0,,105,,0,0,20,4
César Azpilicueta,395,211,247,165,16,,11,0,13,0,60,534,3,Chelsea,23,270,,,584,841,0,142,,0,3,151,0,0,0,0,3,279,0,1,317,2,28,4,2,8286,50.22,0,0,Defender,0,812,1,0,,0,0,42,0,78,459,,13,0,100,18
Abdul Rahman Baba,18,13,8,15,1,,0,0,1,0,2,32,1,FC Schalke 04,16,31,,,65,67,1,14,,0,0,13,0,0,0,0,0,13,0,0,23,0,6,2,0,526,35.07,0,0,Defender,0,76,0,0,,0,0,8,0,83,47,,0,0,6,1
Daniel Bachmann,0,0,0,0,0,0,0,0,0,0,0,,0,Watford,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goalkeeper,0,,0,0,,0,0,0,0,,0,,0,0,0,0
Eric Bailly,70,34,43,30,0,,0,0,3,0,16,150,0,Manchester United,2,2,,,93,151,0,35,,0,1,17,0,0,0,0,1,66,0,1,66,1,4,0,0,1135,37.83,0,0,Defender,0,202,0,0,,0,0,15,0,70,67,,1,0,18,6
Leighton Baines,752,213,173,389,50,,59,0,90,0,100,972,10,Everton,26,2221,,,1201,1566,2,270,,0,30,408,0,0,0,29,1,278,0,8,508,6,124,38,2,13736,35.31,0,0,Defender,0,1250,0,0,,0,0,225,0,75,732,,20,0,153,45
Tiemoué Bakayoko,3,5,5,4,0,,0,0,2,0,0,7,0,Chelsea,0,0,,,21,23,0,10,,0,0,0,0,4,0,0,0,6,0,0,7,0,0,0,0,106,26.5,0,0,Midfielder,0,21,0,0,2,2,0,9,0,83,6,,0,0,3,0
Lewis Baker,0,0,0,0,0,,0,0,0,0,0,0,0,Middlesbrough,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
Courtney Baker-Richardson,0,0,0,0,0,,0,0,0,0,0,0,0,Swansea City,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
Sam Baldock,,0,0,0,0,,0,0,0,0,0,0,0,Brighton and Hove Albion,,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,0,,0,0,0,0,0,0,0,,0,,0,0,0,0
Phil Bardsley,469,203,200,246,4,,10,0,49,0,50,877,7,Burnley,19,570,,,775,1141,3,246,,0,7,299,0,0,0,1,6,281,0,2,339,7,109,5,3,7596,30.88,0,0,Defender,0,941,2,0,,0,0,92,0,79,627,,16,0,80,57
Ross Barkley,385,144,135,150,18,,26,18,114,0,0,87,0,Everton,23,301,,,885,814,1,129,,0,21,0,2,0.14,2,5,14,73,0,8,61,0,47,18,0,6037,40.25,0,2,Midfielder,0,588,0,0,29,327,96,328,0,75,141,,49,0,61,17
Daniel Barlaser,0,0,0,0,0,,0,0,0,0,0,0,0,Newcastle United,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
Ashley Barnes,,0,0,67,4,,3,5,22,0,0,62,0,Burnley,,36,,,,,0,130,,0,11,0,0,0.16,2,2,7,41,0,4,23,0,32,33,0,1217,18.16,0,2,Forward,0,,2,0,36,114,41,0,0,,44,,0,0,16,11
Modou Barrow,,0,0,51,5,,5,1,6,0,0,15,0,Reading,,100,,,,,0,26,,0,1,0,0,0.02,0,1,0,3,0,0,21,0,26,14,0,592,11.61,0,0,Forward,0,,0,0,25,28,7,0,0,,48,,0,0,13,2
Gareth Barry,1618,321,420,632,63,,16,8,78,0,0,856,0,West Bromwich Albion,28,883,,,1883,2014,3,607,,0,52,0,0,0.08,5,25,3,317,0,6,618,0,186,44,0,19861,31.43,0,14,Midfielder,0,2276,6,0,35,308,107,196,0,78,998,,103,0,261,119
Kyle Bartley,32,15,34,18,0,,0,0,2,0,1,95,1,Swansea City,3,3,,,35,79,1,16,,0,0,24,0,0,0,0,0,52,0,0,22,1,8,2,0,611,33.94,0,0,Defender,0,44,0,0,,0,0,0,0,76,29,,0,0,6,4
Michy Batshuayi,,0,0,23,1,,0,2,7,0,0,2,0,Chelsea,,2,,,,,0,10,,0,5,0,0,0.22,0,3,2,2,0,1,3,0,4,4,0,103,4.48,0,0,Forward,0,,0,0,47,19,9,0,0,,4,,0,0,16,0
Jan Bednarek,0,0,0,0,0,,0,0,0,0,0,0,0,Southampton,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Defender,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0
Asmir Begovic,1576,0,0,195,0,0,0,0,0,117,50,,0,AFC Bournemouth,,,,,,,17,3,1833,,1,250,0,0,0,0,0,0,350,0,0,0,79,0,0,4137,21.22,2,0,Goalkeeper,63,,0,601,,0,0,0,162,,0,,0,705,62,10
Héctor Bellerín,76,128,96,94,10,,16,0,12,0,36,180,1,Arsenal,16,254,,,420,389,1,59,,0,4,90,0,0,0,2,2,77,0,2,146,1,19,4,0,4094,43.55,0,0,Defender,0,442,0,0,,0,0,140,0,80,128,,19,0,55,13
Yohan Benalouane,16,24,21,15,0,,0,0,1,0,4,60,0,Leicester City,1,1,,,50,43,0,18,,0,0,16,0,0,0,0,0,35,0,0,32,0,4,0,0,202,13.47,0,0,Defender,0,50,0,0,,0,0,3,0,71,17,,0,0,8,5
Christian Benteke,,0,0,159,13,,21,58,95,0,0,132,0,Crystal Palace,,27,,,,,0,278,,0,66,0,1,0.42,23,9,34,88,0,9,19,0,80,171,0,4532,28.5,0,9,Forward,0,,2,0,38,427,163,0,0,,56,,0,0,49,27
Saido Berahino,,0,0,121,3,,9,20,48,0,0,20,0,Stoke City,,91,,,,,0,90,,0,23,0,0,0.19,2,6,15,8,0,5,26,0,55,51,0,1945,16.07,0,5,Forward,0,,0,0,38,199,75,0,0,,75,,0,0,30,3
Johann Berg Gudmundsson,15,24,18,25,2,,1,0,4,0,0,22,0,Burnley,29,82,,,69,71,0,5,,0,1,0,0,0.04,0,1,0,7,0,2,22,0,12,1,0,362,14.48,0,0,Midfielder,0,71,0,0,40,20,8,12,0,76,25,,1,0,8,1
Steven Berghuis,,0,0,9,2,,1,1,1,0,0,1,0,Feyenoord,,18,,,,,0,7,,0,0,0,0,9,0,0,0,1,0,0,2,0,5,0,0,86,9.56,0,0,Forward,0,,0,0,50,8,4,0,0,,6,,0,0,3,2
Bernardo Silva,1,0,0,4,0,,0,0,0,0,0,2,0,Manchester City,2,2,,,7,14,0,1,,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,93,23.25,0,0,Midfielder,0,7,0,0,50,2,1,4,0,71,7,,0,0,3,0
Ryan Bertrand,208,166,183,143,10,,20,0,20,0,42,265,4,Southampton,20,475,,,527,594,0,127,,0,5,162,0,0,1,3,1,133,0,0,228,1,54,8,0,5426,37.94,0,0,Defender,0,582,1,0,,0,0,69,0,71,198,,5,0,60,17
Muhamed Besic,110,13,16,37,0,,2,0,7,0,0,50,0,Everton,24,17,,,151,164,1,36,,0,0,0,0,37,0,0,0,22,0,1,33,0,14,0,0,1233,33.32,0,0,Midfielder,0,137,0,0,23,22,5,46,0,76,85,,3,0,10,9
Krystian Bielik,0,0,0,0,0,,0,0,0,0,0,0,0,Birmingham City,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
Philip Billing,9,4,7,4,0,,1,0,0,0,0,7,0,Huddersfield Town,20,5,,,16,20,0,5,,0,0,0,0,4,0,0,0,3,0,0,5,0,1,0,0,176,44,0,0,Midfielder,0,26,0,0,100,2,2,1,0,56,9,,0,0,2,2
Henrik Rorvik Bjørdal,0,0,0,0,0,,0,0,0,0,0,0,0,Brighton and Hove Albion,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
Daley Blind,346,120,98,86,5,,8,0,19,0,30,298,1,Manchester United,26,256,,,304,379,0,70,,0,4,79,0,0,0,4,0,134,0,1,211,0,19,1,0,4819,56.03,0,0,Defender,0,536,0,0,,0,0,36,0,72,203,,6,0,45,8
Hiram Boateng,0,0,0,1,0,,0,0,1,0,0,0,0,Northampton Town,0,0,,,4,0,0,2,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,Midfielder,0,3,0,0,1,1,0,0,0,0,0,,0,0,0,0
Jeremie Boga,0,1,0,1,0,,0,0,0,0,0,0,0,Birmingham City,0,0,,,1,0,0,1,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,4,0,0,Midfielder,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
Adam Bogdan,213,0,0,26,0,0,0,0,0,22,1,,0,Wigan Athletic,,,,,,,5,1,297,,0,51,0,0,0,0,0,0,52,0,0,0,12,0,0,584,22.46,1,0,Goalkeeper,10,,0,92,,0,0,0,30,,0,,0,74,6,0
Yannick Bolasie,,0,0,103,17,,24,6,52,0,0,100,0,Everton,,542,,,,,0,128,,0,10,0,0,0.1,1,2,7,55,0,8,44,0,43,42,0,1914,18.58,0,0,Forward,0,,1,0,33,200,65,0,0,,143,,0,0,35,9
Gaëtan Bong,0,0,0,0,0,,0,0,0,0,0,0,0,Brighton and Hove Albion,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Defender,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0
Wilfried Bony,,0,0,102,10,,13,18,64,0,0,129,0,Swansea City,,8,,,,,0,102,,0,33,0,0,0.32,8,4,21,98,0,7,15,0,37,44,0,2077,20.36,0,5,Forward,0,,1,0,35,278,97,0,0,,32,,0,0,42,9
Regan Booty,0,0,0,0,0,,0,0,0,0,0,0,0,Huddersfield,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
Cameron Borthwick-Jackson,12,23,10,10,1,,2,0,0,0,1,17,0,Leeds United,19,27,,,45,29,0,8,,0,0,6,0,0,0,0,0,8,0,0,11,0,3,0,0,353,35.3,0,0,Defender,0,43,0,0,,0,0,9,0,75,8,,0,0,5,0
Artur Boruc,674,0,0,116,1,0,0,0,0,50,35,,0,AFC Bournemouth,,,,,,,11,1,892,,0,168,0,0,0,0,0,0,139,0,0,0,42,0,0,2751,23.72,5,0,Goalkeeper,45,,0,302,,0,0,0,86,,0,,0,612,41,5
Sofiane Boufal,17,14,12,26,0,,3,0,9,0,0,4,0,Southampton,17,36,,,166,151,0,26,,0,1,0,0,0.04,0,1,0,1,0,0,5,0,14,1,0,548,21.08,0,0,Midfielder,0,97,0,0,26,27,7,76,0,68,40,,3,0,4,5
George Boyd,46,149,79,101,5,,8,3,40,0,0,105,0,Sheff Wed,26,168,,,536,454,0,91,,0,9,0,0,0.09,1,7,1,61,0,2,104,0,52,29,0,1617,16.01,0,0,Midfielder,0,388,0,0,26,107,28,63,0,72,240,,5,0,25,12
Brad Smith,8,8,2,10,0,,0,0,2,0,0,21,0,AFC Bournemouth,21,19,,,41,31,0,12,,0,0,13,0,0,0,0,0,5,0,0,7,0,7,0,0,225,22.5,0,0,Defender,0,28,1,0,,0,0,0,0,75,16,,0,0,1,2
Robbie Brady,156,83,106,98,8,,19,0,36,0,0,174,0,Burnley,27,573,,,423,474,2,79,,0,7,0,1,0.07,0,6,1,82,0,6,117,0,52,10,0,2576,26.29,0,2,Midfielder,0,439,0,0,30,114,34,106,0,76,192,,7,0,24,10
Cohen Bramall,0,0,0,0,0,,0,0,0,0,0,0,0,Birmingham City,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Defender,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0
Cameron Brannagan,4,1,0,3,0,,1,0,0,0,0,0,0,Liverpool,33,6,,,9,7,0,0,,0,0,0,0,3,0,0,0,0,0,0,2,0,1,0,0,124,41.33,0,0,Midfielder,0,9,0,0,100,1,1,2,0,60,5,,0,0,1,0
Claudio Bravo,103,0,0,23,0,0,0,0,0,6,5,,0,Manchester City,,,,,,,1,0,121,,0,26,0,0,0,0,0,0,12,0,0,0,5,0,0,678,29.48,1,0,Goalkeeper,12,,0,33,,0,0,0,28,,0,,0,94,13,0
Rhian Brewster,,0,0,0,0,,0,0,0,0,0,0,0,Liverpool,,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,0,,0,0,0,0,0,0,0,,0,,0,0,0,0
Miguel Britos,202,86,154,54,2,,2,0,5,0,12,282,0,Watford,29,14,,,182,262,1,57,,0,2,67,0,0,2,0,0,136,0,0,111,0,23,2,0,1897,35.13,0,0,Defender,0,226,3,0,,0,0,12,0,77,60,,1,0,19,14
Leon Britton,277,68,41,145,1,,2,0,10,0,0,128,0,Swansea City,29,14,,,397,473,0,65,,0,0,0,0,145,0,0,0,30,0,0,268,0,62,0,0,7651,52.77,0,0,Midfielder,0,882,0,0,8,24,2,77,0,72,227,,11,0,45,17
Isaiah Brown,,0,0,3,0,,0,0,0,0,0,1,0,Brighton and Hove Albion,,0,,,,,0,1,,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,22,7.33,0,0,Forward,0,,0,0,0,0,0,0,0,,0,,0,0,0,1
Marcus Browne,0,0,0,0,0,,0,0,0,0,0,0,0,Wigan Athletic,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
Bruno,10,2,4,4,0,,0,0,0,0,0,8,0,Brighton and Hove Albion,14,7,,,8,12,0,6,,0,0,4,0,0,0,0,0,4,0,0,5,0,2,0,0,160,40,0,0,Defender,0,21,0,0,,0,0,2,0,100,2,,0,0,1,1
Chris Brunt,648,267,260,247,44,,45,11,113,0,0,414,0,West Bromwich Albion,28,1517,,,952,839,2,221,,0,24,0,5,0.1,3,21,0,166,0,11,354,0,108,17,0,8538,34.57,0,3,Midfielder,0,1104,0,0,23,408,94,92,0,74,406,,73,0,72,45
Harry Bunn,,0,0,0,0,,0,0,0,0,0,0,0,Bury,,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Forward,0,,0,0,0,0,0,0,0,,0,,0,0,0,0
Oliver Burke,0,1,0,2,1,,1,0,0,0,0,0,0,West Bromwich Albion,50,2,,,9,3,0,0,,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,17,8.5,0,0,Midfielder,0,1,0,0,1,1,0,2,0,1,1,,0,0,0,0
Matt Butcher,0,0,0,0,0,,0,0,0,0,0,0,0,Yeovil Town,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Defender,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0
Jack Butland,398,0,0,47,0,0,0,0,0,18,15,,0,Stoke City,,,,,,,0,1,417,,0,60,0,0,0,0,0,0,54,0,0,0,18,0,0,1313,27.94,0,0,Goalkeeper,16,,0,160,,0,0,0,49,,0,,0,183,16,0
Sam Byram,24,25,26,22,1,,1,0,2,0,4,70,0,West Ham United,16,37,,,76,75,0,28,,0,0,30,0,0,0,0,0,37,0,0,54,0,11,4,0,530,24.09,0,0,Defender,0,85,1,0,,0,0,4,0,76,29,,1,0,7,8
Willy Caballero,103,0,0,23,0,0,0,0,0,4,7,,0,Chelsea,,,,,,,2,0,107,,0,22,0,0,0,0,0,0,16,0,0,0,3,0,0,509,22.13,1,0,Goalkeeper,11,,0,52,,0,0,0,13,,0,,0,94,15,0
Yohan Cabaye,456,42,26,147,14,,31,9,74,0,0,129,0,Crystal Palace,27,662,,,618,596,3,174,,0,26,0,4,0.18,1,1,24,17,0,7,387,0,62,2,0,5955,40.51,0,4,Midfielder,0,751,0,0,32,288,92,47,0,70,412,,71,0,56,36
Gary Cahill,734,479,977,322,9,,7,0,53,0,83,2621,10,Chelsea,17,23,,,899,1692,7,236,,0,27,393,0,0,9,4,13,"1,024",0,5,409,18,108,3,2,10443,32.43,0,0,Defender,0,1244,3,0,,0,0,63,0,76,428,,6,0,142,36
Dominic Calvert-Lewin,,0,0,16,2,,2,1,4,0,0,10,0,Everton,,4,,,,,0,8,,0,1,0,0,0.06,0,0,1,7,0,1,5,0,7,5,0,149,9.31,0,0,Forward,0,,0,0,20,15,3,0,0,,8,,0,0,5,1
Geoff Cameron,250,160,279,152,4,,12,0,20,0,33,455,0,Stoke City,19,276,,,651,899,0,123,,0,2,184,0,0,0,1,1,235,0,0,315,4,58,5,0,5135,33.78,0,0,Defender,0,817,1,0,,0,0,145,0,77,400,,7,0,50,17
Joel Campbell,,0,0,23,2,,4,2,2,0,0,4,0,Sporting Lisbon,,15,,,,,0,9,,0,3,0,0,0.13,0,3,0,2,0,0,11,0,5,3,0,377,16.39,0,0,Forward,0,,0,0,37,19,7,0,0,,27,,0,0,9,0
Emre Can,300,140,164,93,4,,12,2,29,0,0,182,0,Liverpool,14,51,,,504,572,3,143,,0,7,0,0,0.08,1,1,5,93,0,1,139,0,22,7,0,4946,53.18,0,0,Midfielder,0,562,1,0,31,98,30,99,0,82,230,,16,0,46,19
